Smart DNS Traffic Analyzer Report
==========================================
Generated: 2026-04-14T13:46:06
Total packets: 1097
Normal: 1025
Suspicious: 63
Spoofing/Blocked: 9

Details
------------------------------------------
[2026-04-14 13:31:13] browser-intake-us5-datadoghq.com | Status: Suspicious — confidence 98% | Entropy: 4.24 | Length: 32 | Freq: 1
[2026-04-14 13:34:03] identitytoolkit.googleapis.com | Status: Normal (Allowlisted: *.googleapis.com) | Entropy: 3.72 | Length: 30 | Freq: 1
[2026-04-14 13:34:03] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:05] firestore.googleapis.com | Status: Normal (Allowlisted: *.googleapis.com) | Entropy: 3.64 | Length: 24 | Freq: 1
[2026-04-14 13:34:05] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:05] beacons.gcp.gvt2.com | Status: Normal (Allowlisted: *.gcp.gvt2.com) | Entropy: 3.65 | Length: 20 | Freq: 1
[2026-04-14 13:34:05] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:05] e2c43.gcp.gvt2.com | Status: Normal (Allowlisted: *.gcp.gvt2.com) | Entropy: 3.42 | Length: 18 | Freq: 1
[2026-04-14 13:34:05] e2c43.gcp.gvt2.com | Status: Normal (Allowlisted: *.gcp.gvt2.com) | Entropy: 3.42 | Length: 18 | Freq: 2
[2026-04-14 13:34:05] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:14] v20.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.84 | Length: 29 | Freq: 1
[2026-04-14 13:34:14] v20.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.84 | Length: 29 | Freq: 2
[2026-04-14 13:34:14] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:33] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:33] status.maxmind.com | Status: Normal | Entropy: 3.46 | Length: 18 | Freq: 1
[2026-04-14 13:34:33] play.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.19 | Length: 15 | Freq: 1
[2026-04-14 13:34:34] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:34] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:34] signaler-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.86 | Length: 31 | Freq: 1
[2026-04-14 13:34:45] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:45] vscode-sync.trafficmanager.net | Status: Normal (Allowlisted: *.trafficmanager.net) | Entropy: 3.94 | Length: 30 | Freq: 1
[2026-04-14 13:34:45] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:50] westus-0.in.applicationinsights.azure.com | Status: Suspicious — confidence 91% | Entropy: 4.09 | Length: 41 | Freq: 1
[2026-04-14 13:34:50] westus-0.in.applicationinsights.azure.com | Status: Suspicious — confidence 91% | Entropy: 4.09 | Length: 41 | Freq: 2
[2026-04-14 13:34:51] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:51] main.vscode-cdn.net | Status: Normal (Allowlisted: *.vscode-cdn.net) | Entropy: 3.58 | Length: 19 | Freq: 1
[2026-04-14 13:34:51] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:51] wdcp.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.42 | Length: 18 | Freq: 1
[2026-04-14 13:34:59] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:59] office15client.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.61 | Length: 28 | Freq: 1
[2026-04-14 13:34:59] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:59] www.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.18 | Length: 17 | Freq: 1
[2026-04-14 13:34:59] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:34:59] nexus.officeapps.live.com | Status: Normal (Allowlisted: *.live.com) | Entropy: 3.78 | Length: 25 | Freq: 1
[2026-04-14 13:34:59] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:00] roaming.svc.cloud.microsoft | Status: Suspicious — confidence 85% | Entropy: 3.81 | Length: 27 | Freq: 1
[2026-04-14 13:35:07] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:07] login.live.com | Status: Normal (Allowlisted: *.live.com) | Entropy: 3.24 | Length: 14 | Freq: 1
[2026-04-14 13:35:07] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:07] www.terabox.com | Status: Normal | Entropy: 3.32 | Length: 15 | Freq: 1
[2026-04-14 13:35:07] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:07] login.live.com | Status: Normal (Allowlisted: *.live.com) | Entropy: 3.24 | Length: 14 | Freq: 2
[2026-04-14 13:35:08] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:08] odc.officeapps.live.com | Status: Normal (Allowlisted: *.live.com) | Entropy: 3.56 | Length: 23 | Freq: 1
[2026-04-14 13:35:08] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:11] directory.services.live.com | Status: Normal (Allowlisted: *.live.com) | Entropy: 3.53 | Length: 27 | Freq: 1
[2026-04-14 13:35:11] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:13] directory.services.live.com | Status: Normal (Allowlisted: *.live.com) | Entropy: 3.53 | Length: 27 | Freq: 2
[2026-04-14 13:35:13] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:13] roaming.svc.cloud.microsoft | Status: Suspicious — confidence 85% | Entropy: 3.81 | Length: 27 | Freq: 1
[2026-04-14 13:35:13] roaming.svc.cloud.microsoft | Status: Suspicious — confidence 85% | Entropy: 3.81 | Length: 27 | Freq: 2
[2026-04-14 13:35:13] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:34] accounts.youtube.com | Status: Normal | Entropy: 3.41 | Length: 20 | Freq: 1
[2026-04-14 13:35:34] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:36] fonts.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.34 | Length: 17 | Freq: 1
[2026-04-14 13:35:36] storage.googleapis.com | Status: Normal (Allowlisted: *.googleapis.com) | Entropy: 3.52 | Length: 22 | Freq: 1
[2026-04-14 13:35:36] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:38] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:38] apis.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.32 | Length: 15 | Freq: 1
[2026-04-14 13:35:38] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:38] analytics.kaggle.io | Status: Normal | Entropy: 3.58 | Length: 19 | Freq: 1
[2026-04-14 13:35:40] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:40] www.googleadservices.com | Status: Normal (Allowlisted: *.googleadservices.com) | Entropy: 3.66 | Length: 24 | Freq: 1
[2026-04-14 13:35:40] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:44] ogads-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.82 | Length: 28 | Freq: 1
[2026-04-14 13:35:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:44] ogs.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 2.75 | Length: 14 | Freq: 1
[2026-04-14 13:35:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:44] ssl.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.19 | Length: 15 | Freq: 1
[2026-04-14 13:35:44] ssl.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.19 | Length: 15 | Freq: 2
[2026-04-14 13:35:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:48] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:48] mobile.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.80 | Length: 32 | Freq: 1
[2026-04-14 13:35:48] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:54] inputsuggestions.msdxcdn.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.82 | Length: 38 | Freq: 1
